pair_id,similarity_type,candidate_id,job_id,candidate_title,job_title,candidate_skills,job_requirements,predicted_similarity,human_label
32,random,22573,12197,Qc Thực Phẩm,TUYỂN TRỢ LÝ - QUẢN LÝ KINH DOANH BĐS,"['kiến thức về an toàn vệ sinh thực phẩm', 'kiểm tra chất lượng', 'thực hành phòng thí nghiệm', 'khả năng quan sát tỉ mỉ', 'tuân thủ quy trình', 'làm việc nhóm']","-Nam/ Nữ ngoại hình dễ nhìn, giọng nói dễ nghe. -Tốt nghiệp Trung cấp trở lên (ưu tiên các ngành Quản trị kinh doanh/ Marketing/ Kinh tế/ Công nghệ thông tin/ Tài chính – Ngân hàng). -Có tố chất kinh doanh, có khả năng tổ chức, lãnh đạo, nhận biết, đánh giá và tạo động lực làm việc cho nhân viên. -Năng động, hoạt bát, nhiệt tình, có tinh thần trách nhiệm cao với công việc và cầu tiến. -Có khả năng giao tiếp, thuyết phục, đàm phán tốt. -Có khả năng làm việc độc lập và theo nhóm. -Chịu được áp lực công việc cao. -Có định hướng công việc rõ ràng. -Có ít nhất 6 tháng kinh nghiệm ở vị tương đương tại các công ty bất động sản. -Khai thác, sử dụng tốt internet và tin học văn phòng. -Có laptop và phương tiện đi lại.",0.395,
33,medium,19366,4833,Giáo Viên Tiểu Học,Chief Accountant,"['kỹ năng sư phạm vững vàng', 'soạn giáo án theo chương trình mới', 'quản lý lớp học hiệu quả', 'giao tiếp tốt với phụ huynh và học sinh', 'ứng dụng công nghệ thông tin trong giảng dạy']","Experience and Qualifications (required unless otherwise noted)Chief Accountant certificateAt least 5+ years of working experience as a senior accountant or 3+ years as a Chief AccountantBachelor’s Degree in Accounting or Finance, with a relevant professional qualification such as CPA, ACCA, CFAStrong knowledge of VAS, IFRS, US GAAP, and related Vietnamese tax and labor regulationsExperiences in stock investing, at least for yourselfOther desirable personal qualities and skillsDemonstrated professional integrity Excellent communication and interpersonal skillsRigorous attention to detailDemonstrated attitude and aptitude for an energetic start-up environmentExcellent verbal & written communication skills in English and VietnameseExperience in a securities company, banking, or Big 4 accounting firm is a big plusOverseas education and/ or working experience is a plusExperience in a high-tech software company is a plusExperience in venture capital or private equity firm is a plus",0.666,
34,random,19366,873,Giáo Viên Tiểu Học,Chuyên Viên Nhập Chỉ Định Xét Nghiệm [Thu Nhập Ổn Định: >9Tr],"['kỹ năng sư phạm vững vàng', 'soạn giáo án theo chương trình mới', 'quản lý lớp học hiệu quả', 'giao tiếp tốt với phụ huynh và học sinh', 'ứng dụng công nghệ thông tin trong giảng dạy']","Không yêu cầu kinh nghiệm/ Chấp nhận đang đợi bằngThuộc chuyên ngành điều dưỡng/ kỹ thuật viên xét nghiệm/ các ngành khác có liên quanTin học văn phòng tốt, tốc độ gõ máy tính nhanh, chính xácCẩn thận, tỉ mỉ, có trách nhiệm cao trong công việc",0.143,
35,medium,29155,2461,Tổ Trưởng Qc,Trưởng Ngành Hàng Samsung ( Hồ Chí Minh ),"['quản lý đội nhóm', 'kiểm soát chất lượng (qc)', 'đọc bản vẽ kỹ thuật', 'phân tích dữ liệu', 'giải quyết vấn đề', 'tiêu chuẩn iso 9001']","Đã có 2 năm kinh nghiệm trong lĩnh vực công nghệ.Có kinh nghiệm làm việc ở những chuỗi bán lẻ là một lợi thế.Kỹ năng giao tiếp, tạo động lực cho nhân viên, team work tốt.Chăm chỉ, bền bỉ, tính tuân thủ cao.Khả năng đưa ra quyết định.Khả năng chịu áp lực tốt, kỹ năng xử lý tình huống khéo léo.- Kỹ năng giao tiếp, thuyết phục, đàm phán và thương lượng tốt.- Kỹ năng quản lý tốt- Làm việc độc lập và làm việc nhóm- Kỹ năng giải quyết vấn đề và đưa ra quyết định.",0.728,
36,random,29155,9144,Tổ Trưởng Qc,Nhân Viên Kế Toán Kho Tại Gia Lâm Hà Nội,"['quản lý đội nhóm', 'kiểm soát chất lượng (qc)', 'đọc bản vẽ kỹ thuật', 'phân tích dữ liệu', 'giải quyết vấn đề', 'tiêu chuẩn iso 9001']","- Tốt nghiệp Cao Đẳng hoặc Trung cấp chuyển ngành kế toán/ kho vận- Ưu tiên ứng viên có kinh nghiệm về ngành kế toán, kế toán kho hoặc thủ kho- Sử dụng thành thạo tin học văn phòng- Ưu tiên ứng viên biết sử dụng phần mềm kế toán Misa",0.383,
37,high,27347,5514,Quản Lý - Trưởng Nhóm - Nv Văn Phòng,IT Recruiter/ Talent Acquisition Specialist,"['quản lý dự án nhỏ', 'tổ chức sự kiện', 'giao tiếp và đàm phán', 'giải quyết xung đột', 'lập kế hoạch và báo cáo', 'thành thạo microsoft office (word, Excel, Powerpoint)', 'kỹ năng lãnh đạo']","At least 2+ years of experience as a Talent Acquisition Specialist or similar role in IT fieldPlanning, organizing, problem-solving, and presentation skills.Self-management and creative High level of accountability and confidentiality Good communication, good interpersonal skills, willingness to learn Good command of English and Good attitude.Can work under pressure. Can-do-attitude and put the goals of the team before your own prestige. Experience working for headhunters or multinational IT companies is a big plusStrong computer skills (advanced Excel, PowerPoint, Word, HR Software) is a big plus",0.827,
38,medium,27347,8888,Quản Lý - Trưởng Nhóm - Nv Văn Phòng,Chuyên Viên Pháp Chế,"['quản lý dự án nhỏ', 'tổ chức sự kiện', 'giao tiếp và đàm phán', 'giải quyết xung đột', 'lập kế hoạch và báo cáo', 'thành thạo microsoft office (word, Excel, Powerpoint)', 'kỹ năng lãnh đạo']","- Từ 25 tuổi đến 30 tuổi, Tốt nghiệp cử nhân chính quy chuyên ngành Luật (kinh tế, thương mại, dân sự)- Tối thiểu 1-3 năm kinh nghiệm ở vị trí tương đương.- Có kiến thức chuyên môn nghiệp vụ, nắm vững- Sử dụng thành thạo word, excel, powerpoint…- Kỹ năng giao tiếp, đàm phán, thuyết phục, quản lý và quản trị mối quan hệ tốt.- Nhanh nhẹn, trách nhiệm, có tinh thần học hỏi, có khả năng tổ chức, quản lý và chịu được áp lực công việc.",0.572,
39,random,27347,12892,Quản Lý - Trưởng Nhóm - Nv Văn Phòng,Nhân viên kinh doanh BĐS,"['quản lý dự án nhỏ', 'tổ chức sự kiện', 'giao tiếp và đàm phán', 'giải quyết xung đột', 'lập kế hoạch và báo cáo', 'thành thạo microsoft office (word, Excel, Powerpoint)', 'kỹ năng lãnh đạo']",Có tham vọng kiếm tiền Kỹ năng giao tiếp Kỹ năng thuyết phục và đàm phán Kỹ năng tạo mối quan hệ,0.308,
40,medium,6787,8396,Kỹ Sư Kỹ Thuật,Kế Toán Kho,"['giải quyết vấn đề kỹ thuật cơ bản', 'sử dụng phần mềm cad/cam', 'đọc hiểu bản vẽ kỹ thuật', 'làm việc nhóm và độc lập', 'học hỏi nhanh và chịu áp lực', 'phân tích hệ thống', 'tin học văn phòng']","- Tốt nghiệp Cao Đẳng hoặc Trung cấp chuyển ngành kế toán/ kho vận- Ưu tiên ứng viên có kinh nghiệm về ngành kế toán, kế toán kho hoặc thủ kho- Sử dụng thành thạo tin học văn phòng- Ưu tiên ứng viên biết sử dụng phần mềm kế toán Misa",0.674,
41,random,6787,12813,Kỹ Sư Kỹ Thuật,Hành chính - Nhân sự,"['giải quyết vấn đề kỹ thuật cơ bản', 'sử dụng phần mềm cad/cam', 'đọc hiểu bản vẽ kỹ thuật', 'làm việc nhóm và độc lập', 'học hỏi nhanh và chịu áp lực', 'phân tích hệ thống', 'tin học văn phòng']","- Kinh nghiệm từ 2 đến 3 năm trở lên; - Nhanh nhẹn, năng động, trung thực.",0.351,
42,medium,5154,9292,Việc Làm Thêm Partime Hè,Nhân Viên Kinh Doanh FMCG - Kênh Gt - Thu Nhập Lên Đến 15 Triệu,"['học hỏi nhanh', 'làm việc nhóm', 'tinh thần trách nhiệm', 'giao tiếp cơ bản', 'sử dụng máy tính cơ bản']","Yêu cầu:. · Có sức khoẻ tốt.. · Có kinh nghiệm sale là một lợi thế.. · Có kỹ năng giao tiếp và đàm phán tốt, nhanh nhẹn tự tin, đam mê kinh doanh, cầu tiến, tinh thần trách nhiệm.. · Độ tuổi: Dưới 35 tuổi. · Yêu cầu 6 tháng kinh nghiệm trở lên",0.673,
43,random,5154,5388,Việc Làm Thêm Partime Hè,Chuyên Viên IT,"['học hỏi nhanh', 'làm việc nhóm', 'tinh thần trách nhiệm', 'giao tiếp cơ bản', 'sử dụng máy tính cơ bản']","- Tốt nghiệp Đại học chính quy, chuyên ngành Công nghệ thông tin- Kinh nghiệm: ít nhất 3 năm tại công việc IT. Ưu tiên có chứng chỉ CCNA, CCNP, MCSE- Có khả năng đọc, dịch tài liệu Tiếng Anh chuyên ngành- Am hiểu về hệ thống server, mạng nội bộ (LAN), diện rộng (WAN), Tổng đài, Camera và bảo mật thông tin- Hiểu biết về protocols, hệ điều hành- Có kiến thức về thiết bị phần cứng, thiết bị mạng, thiết bị văn phòng- Có kỹ năng khai thác thông tin trên Internet, thành thạo tin học văn phòng, cài đặt chương trình phần mềm- Khả năng độc lập, chủ động trong công việc",0.152,
44,medium,38439,9225,Kỹ Sư Xây Dựng,Kỹ Sư Kết Cấu,"['kiến thức về kết cấu bê tông cốt thép', 'đọc bản vẽ kỹ thuật', 'sử dụng autocad, Sap2000 (cơ bản)', 'giám sát thi công', 'an toàn lao động', 'làm việc nhóm', 'giải quyết vấn đề kỹ thuật']","- Nam Tốt nghiệp đại học trở lên các Trường Đại học Xây dựng, Kiến Trúc chuyên ngành Xây dựng, Kiến trúc, Kinh tế Xây dựng- Có 5 năm kinh nghiệm ở vị trí tương đương, ưu tiên ứng viên đã từng tham gia Quản lý và Giám sát các công trình khách sạn/resort 5 sao.- Sử dụng thành thạo các phần mềm chuyên ngành: AutoCAD, Microsoft Office, Project,...- Chịu được áp lực công việc- Trung thực, chăm chỉ, cẩn thận, yêu nghề, có khả năng làm việc độc lập. làm việc nhóm",0.682,
45,random,38439,1356,Kỹ Sư Xây Dựng,Nhân Viên Tư Vấn Tài Chính Đầu Tư (Lương Cứng 15 - 25 Triệu + Phụ Cấp + Hoa Hồng Cao) Tại Bình Thạnh,"['kiến thức về kết cấu bê tông cốt thép', 'đọc bản vẽ kỹ thuật', 'sử dụng autocad, Sap2000 (cơ bản)', 'giám sát thi công', 'an toàn lao động', 'làm việc nhóm', 'giải quyết vấn đề kỹ thuật']","- Không có kinh nghiệm sẽ được đào tạo.. - Độ tuổi: từ 22-35 tuổi.. - Ngoại hình ưa nhìn, yêu thích công việc giao tiếp và cung cấp dịch vụ chăm sóc khách hàng tinh tế, chuyên nghiệp. - Ưu tiên Ứng viên đã có kinh nghiệm trong lĩnh vực dịch vụ, sales.",0.283,
46,medium,10894,2189,Nhân viên văn phòng,Operation Manager (Quản Lý Vận Hành/ Quản Lý Chung),"['tin học văn phòng (word, Excel, Powerpoint)', 'quản lý và lưu trữ tài liệu', 'sắp xếp lịch trình và cuộc họp', 'giao tiếp chuyên nghiệp (nội bộ & đối tác)', 'hỗ trợ hành chính tổng hợp']","Gender: Female, Age: 29 - 45 - At least 2 years experience in operation management or similar position.- Effective relationship management (with internal staff and external customers).- Proven previous experience in team management is advantageous- Collaborative, focused on delivery with ability to coach to achieve results but robust and challenging where needed- Strategic planning experience- Excellent communication skill - spoken and written English- Professional attitude and appearance.- Detailed oriented, organized, and able to work under pressure",0.657,
47,random,10894,13779,Nhân viên văn phòng,Nhân viên kinh doanh,"['tin học văn phòng (word, Excel, Powerpoint)', 'quản lý và lưu trữ tài liệu', 'sắp xếp lịch trình và cuộc họp', 'giao tiếp chuyên nghiệp (nội bộ & đối tác)', 'hỗ trợ hành chính tổng hợp']","-Không yêu cầu kinh nghiệm. -Có niềm đam mê kinh doanh. -Năng động chịu khó, ham học hỏi. -Sử dụng tốt các mạng xã hội. -Có smartphone hoặc laptop.",0.276,
48,high,32137,1915,Hành Chính Nhân Sự,Giám Đốc Chi Nhánh,"['tuyển dụng cơ bản', 'quản lý hồ sơ nhân sự', 'thành thạo ms office', 'giao tiếp hiệu quả', 'kỹ năng tổ chức', 'giải quyết vấn đề', 'tiếng anh giao tiếp']","- Tốt nghiệp các chuyên ngành Quản trị Kinh doanh, Kinh tế, Y dược- Kinh nghiệm trên 05 năm ở vị trí Giám đốc kinh doanh lĩnh vực liên quan Y dược, thiết bị y tế- Kiến thức và quan hệ xã hội rộng, nhạy bén về thị trường, cơ hội kinh doanh.- Thành thạo kỹ năng bán hàng, kỹ năng quản lý, lãnh đạo nhóm.- Có tinh thần trách nhiệm và tâm huyết với công việc.- Thành thạo các kỹ năng văn phòng: Microsoft Office (Excel, Words, Powerpoint…)- Làm việc độc lập dưới áp lực cao, khả năng phân tích, đánh giá, dự báo, khả năng giao tiếp và thuyết phục cao, kỹ năng giải quyết vấn đề, không ngại khó khăn trong công việc- Nhiệt tình, thái độ cầu tiến, bảo mật thông tin tốt.- Tiếng Anh giao tiếp",0.837,
49,medium,32137,13221,Hành Chính Nhân Sự,Nhân viên chăm sóc khách hàng,"['tuyển dụng cơ bản', 'quản lý hồ sơ nhân sự', 'thành thạo ms office', 'giao tiếp hiệu quả', 'kỹ năng tổ chức', 'giải quyết vấn đề', 'tiếng anh giao tiếp']","Nữ, từ 20-35 tuổi. Không yêu cầu kinh nghiệm, công ty sẽ đào tạoTốt nghiệp Cao Đẳng trở lên Giao tiếp tiếng Anh cơ bản Biết MS. Office, Work, Excel, Internet,…",0.587,
50,random,32137,11598,Hành Chính Nhân Sự,Quản lý nhân sự,"['tuyển dụng cơ bản', 'quản lý hồ sơ nhân sự', 'thành thạo ms office', 'giao tiếp hiệu quả', 'kỹ năng tổ chức', 'giải quyết vấn đề', 'tiếng anh giao tiếp']","✓ Vi tính văn phòng (word, excel) cơ bản ✓ Kĩ năng nhân sự cơ bản ✓ Trung thực, siêng năng, hoạt bát và chịu khó ✓ Biết sử dụng các thiết bị văn phòng",0.111,
51,random,14538,7979,Điều Dưỡng,Chuyên Viên Nghiệp Vụ Bảo Hiểm Con Người,"['kiến thức về quy trình điều dưỡng cơ bản', 'kỹ năng tiêm truyền, Đo dấu hiệu sinh tồn', 'sơ cứu cơ bản', 'giao tiếp với bệnh nhân và người nhà', 'vệ sinh y tế, Kiểm soát nhiễm khuẩn', 'tin học văn phòng cơ bản']","- Kinh nghiệm: tối thiểu 03 năm ở vị trí tương đương, ưu tiên ứng viên đã làm việc tại các công ty bảo hiểm gốc.- Trình độ học vấn: Tốt nghiệp Đại học trở lên, ưu tiên ứng viên được đào tạo chuyên ngành bảo hiểm, kinh tế, tài chính.- Kỹ năng:+ Có kỹ năng đàm phán, thuyết trình.+ Giao tiếp tốt cả tiếng Việt và tiếng Anh.+ Thành thạo kỹ năng Tin học văn phòng.+ Có khả năng làm việc độc lập và làm việc theo nhóm.+ Có kỹ năng tổng hợp và quản lý tốt các nội dung công việc.",0.23,
52,medium,43521,9520,Giáo Viên Kỹ Năng Sống,Trình Dược Viên ETC Hà Nội - Không Yêu Cầu Kinh Nghiệm,"['kỹ năng giao tiếp tốt', 'kỹ năng thuyết trình cơ bản', 'kỹ năng làm việc nhóm', 'sáng tạo nội dung', 'sử dụng thành thạo microsoft office']","- Tốt nghiệp Trung cấp, Cao đẳng trở lên các ngày Y tế, Dược Phẩm, Kinh doanh- Ưu tiên có kinh nghiệm kinh doanh về lĩnh vực Phòng khám, Bệnh viện, Trình dược viên- Giao tiếp tốt, có khả năng xây dựng quan hệ, thuyết phục khách hàng.- Nhanh nhẹn, chịu khó- Chịu được áp lực doanh số- Có kỹ năng giao tiếp, kỹ năng đàm phán và khả năng thuyết phục.- Có khả năng tạo dựng mối quan hệ tốt với khách hàng.",0.632,
